Text Clean,Sentiment
kasi bintang permasalahan bug game bug turun grafik berubah buram berharap bug atasi,negative
aneh update gb hapus aplikasi download ulang kerena stuck selesai downloadnya koneksi internet bagus hp memadai memory tolong perbaiki admin,negative
grafiknya bagus asik mainin luang kecurangan muncul ngak papa asik deeh pokoknya,negative
bug ambil senjata ambil jalan pindah titik gabisa tembak kadang gabisa maju mundur kiri kanan,negative
login pubg mobile atur kontrol layout login layout berubah bug peluru tdm fix,negative
game rusak login pakai nomor hp password nomornya sidah tulisan gagal masuk coba game rusak,negative
donwload pubg pakek data kuata banget donwload pubg nyampek tulisan gagal instal rugi kuata gb tolong perbaiki tencent,negative
hp redmi note ram gb main pubg mobile season lancar update season lag update season parah auto uninstall pindah game back ml coc joos,negative
maaf bermain pubg mobile season error game kemarin perbarui disuruh memperbarui data perbarui mohon perbaiki tencent,negative
xd kena pancing event game bosen hapus event menarik download xd oh player season edit yihaww pubg cuman mb yihaww brother another edit wow event terbaik pubg season suka metro exodus,negative
pubg bag coba tencent pikirkan memakai hp kentang tolong dikurangin mb hapus sampah pubg mobile abded coba royal pas tolong tencent bantu memainkan geme abded bag bagus geme kamudian memainkan geme pengguna hp kentang salah mohon maaf,negative
bagus perang beneran karang mah benci games donload mainnya ribet ngabisin paket,negative
turunin star prtama stlah update gerakannya macetmacet mengendarai mobil memakai cheat masak dshoot kali pakai senjata akm lngsung knock itupun pelurunya nembus tembok ketiga pakai oppo f regular ram gb msih angkut grafis hd keempat masukan mode clasik lihat monoton tdak perkembangan segi peta keunikan seakan main membosankan thxtcn,negative
bagus game ram hp ram rendah proses download sarankam tencent menurunkan ram biar pengguna bermain terimakasih,negative
tolonglah perbaiki aga plyer hp ram main puaslah tipe jaringannya bilahboerlu g mainkan gems pubg ramai,negative
masuk tolong perbaiki sistem,negative
pas lobby masuk game eh tibatiba masuk rilogpas rilog eh masuk masuk game kesekian kalinya coba masuk tetep masuk notif tersingkir babak anjing banget yah pubg mobile segi koneksi divice pakai mendukung ayo cinta game kayak gini mengurangi minat player pubg,negative
semenjak update pubg bug turun pesawat lihat musuh males mainnya kecewa tolong perbaiki segeraagar player pubg nyaman main,negative
pubg breakdown season season buruk server merespon masuk pertempuran jaringan bagus stabil tolong perbaiki game bagus gini,negative
lag ketemu musuh enak device dewa device mid end ketemu musuh langsung fps drop freeze device redminote tolong perbaiki skin doang banyakin,negative
habis update masuk game masuk game pakai akun facebook gagal login update,negative
game serukocak bermanfaat teman kesalahandisarankan bgi tencent tolong cek bermain bugdan download petanya sngat cepat tu download sekarng parah bangat saran,negative
koneksi stabilgak masuk permainanbugrenderinglagkesalahan audiodllmakin pembaruan parah dibenerin terbaru berat datanya jalankan aplikasi ketemu musuh lag parah mati perlawanan,negative
minimal map ngotak masak tebing tinggitinggi gabisa cookkk,negative
bug handphone ram gb bugkadang main bar bar langsung bug kayak diam gerak sendiriada suaranya ads plesse help meberi perbaikankalau kayak gini laku pubg,negative
gamenya bagus cuman saran hpnya kentang gausah download ujungnya didalem game cuman ceater engga player alesan mati tolol,negative
ping kadang drop kesalahan sepele pas spectat teman ngerasa aneh spray recoilnya aneh x,negative
haduhhh updatenya bener² mengecewakan sya naek kendaraan buggy nyangkut pohon sya gk matiin musuh anehnya sya udh mati ttp gk ttp tekan klakson gas sangt mengecewakan,negative
mohon perbaikannya mengaktifkan gyroscope ponsel mengalami bug gyroscope kadang error gerak kiri kanan cepat bug update mad miramar mengganggu kenyamanan bermain memakai gyroscope,negative
pubg aneh riport orang ban pelanggaran musuhnya ngecit pakai kar quick scoop lihat tayangan ulang ketutupan rumput lawan teman pakai kar jarak tembak kena kondisi teman ngeras lari zigzag kena auto aim kasih sanksi ban emang aneh,negative
maaf rating bagus pubg mobile jelek event event terbaru bug perhatian developer semenjak krafton memegang pubg mobile seru tencent,negative
permisi bang gini gamenya suka leg melulu sinyal gkemaren kayak gini gini turun sinyalnya suka putus lawan ehh putus jaringan batal chiken winner mohon bang sinyalnya perbaikikok gini yaahh sial ketemu musuh leg gambarnya suka pecah nikmat mainnya hilang tolonglah perbaiki,negative
game bagus anjim ngeluh bug apalah udh resiko game begitutapi keseringan hape spek gitu sekian terima kasih,negative
main ram patah melulu andai pubg kayak ram stabil kawan pensi sperti skarang,negative
main ngelag melulu update berat musuh seimbang game ngebug,negative
alogaritma pubgm aim sesaui terkadang aim bagus terkadang berantakan team wwcd langsung nge frame one one musuh alhasil fikir hp kesimpulannya alogaritma pubgm menang wwcd,negative
bikin akun log gagal kali coba main pubg susah bikin akun doang mengecewakan daftar pakai nomor handphone pakai email payah,negative
kali update slalu kesalahan kemarin bug pesawat lain-lain hapus pubg download update kesalahan main patah gamenya sinyal bagus data tersimpan menumpuk solusinya tolong diabaikan keresahan mengalami,negative
game berat dimainkan hp end memaksa pemain hp high end meresahkan kurangi size tingkatkan kelancaran bermainnya terima kasih,negative
manegement pubg mobile tencent mohon banget tolong basmi cheater player season ketemu cheater report banned emosidan skintolong pelitpelit main skin gitugitu buka peti berkalikali bosan bukanya skin bagus bodoh alias stikerstiker gunanyatolong pelitpelit,negative
update bug masuk pertandingan bug suara habis mode spectator kali lihat nyangkut kamera orang pakai cheat kayak tencent serius dlm menanggani jaringan server payah,negative
game bagusbanyak kenangan dalamnyatapi sayang berhenti season akun hack masuk akun game lgfb ig nonaktifkan maret kemarentolong tencent jalan balikin akun q hack,negative
download bagus banget gamenya cuman dikit doang koneksinya perbaikan dikit hape kentang kadang² ngelag dikit doang tapikan merepotkan tolong,negative
update parah frame ampun cacat game kebanyakan fitur terbaru event pensi pubg auto game sebelah kd dipertemukan musuh kd player pubg pindah game ml,negative
ping turun bug analog gerak game sepi pemain lawan bot pedih helm lv langsung headshot knock game rusak saudara laki-laki ngeramein hp mid range kebawah malas main ngefrem sepi disuruh lawan bot,negative
jelek main map livik kontras grafik terang gelap bikin enak pandang asli bikin pusing,negative
habis uptade bagus hancur masuk game turun pesawat parasutnyapesawat transparan mengambil senjata musuh anehh tance maju gajelas asli,negative
donwload muncul app trus download muncul app rugi kuota giga,negative
game bot gasuka grafik bagus bagus ff gasuka game ayo teman teman donlot game cacing ajav,negative
kecewa servernya upgrade jelek suka mati blang gk jalan orgnya sinyal bgustolong ngecewain jelek anjing pubg kaya asu gmna servernya slalu patah patahsering berhenti nge bag asuuu lahh kecewa bnyak org pensiun pubg boy,negative
naikin bintang update diadakan menarik seru kendalanya bug berceceran usahakan mengejar update bug dipikirkan keluhan player mohon tuntaskan cepat mohon mengejar update tan terbarunya,negative
halo tencent peraturan servernya jangn gitu push kasian orang main server asia tolong ubah peraturannya,negative
update bug alami bug pintu delaybug mic parah bug pesawatteam turun memakai parasut mengikuti teman teman tanah udara parasut menghilang jatuh tanah mati please tencent tolong perbaiki bug bug game,negative
ban sumpah bug toxic dikit mute bangke laheditgamenya ndk seru udh ndk bagus event kolaborasi kebanyakan bott player noob g kaya full player matchmaking cepat,negative
kasih bintang puas sistem pubg menemukan kecurangan player pubg laporkan pubg menanggapin pelanggaran sistem dipengaturan menyesuaikan tombol kontrol kepengaturan sesuaikan berulang kali menghack akun kesalahan sistem pubg,negative
uhhh cinta deh game seru grafik joss game jos pokoknya bagus deh ngeluh ngelag buang deh tu hp hp burik bagus modal dikit salam pejuang gamer,negative
mohon tencent kasih bintang tombol single auto fire cuka kepencet mohon dipisahkan tombol senjata suka mati sengaja kepencet sekian,negative
pubg kayak lagisekarang bot cheatertolong update dipikir device kentangjadinya pensi pindah game sebelah,negative
ngebugkadang putus koneksi jaringan sajacheater tolong proses secepatnyange frame nge rendertolong diperbaiki tencentterima kasihlain itusemua bagusdan tolong permudah memperoleh fragmen pakaianjuga skin senjata tolong pergantian fragmentditambahgood job tencent,negative
parah sihh game sinyal buruk hp g bagus sbnrnya game utamakan grafik nyamanan player grafik bagus klau lag sinyal ny,negative
tencent spectator player tonton gerakstack pingku aman aman tolong perbaiki diperbaiki kasih bintang,negative
memperbaharui susah berhenti main game gabisa update susah banget astaghfirullah gb mempan gabisa,negative
update terbaru miring kanan miring kiri bermasalah sanhok miring kanan miring kiri suara kaki samar pakai surara ultra beda fikir penambahan tekstur konsolnya aneh,negative
update lag gamenya bagus sihh lag gitu log tibatiba,negative
kasih bintang sebenar udh bagus gamenya kekurangan pencarian laga mode fpp solo banget masuk jam malam bngt ketemu pemain ngepush malam tolong perbaiki pencarian pertempuran mode fpp solo jam malam terima kasih,negative
mantap sajan kurangi lag smooth lagu melangkah jalan patah patah salam made bali,negative
ditingkatkan mengatasi bug kendaraan tertera lagu way player player menikmati vibes dikala season ramai meningkatkan player pubgm,negative
tolong game lag tolong diperbaiki lag gk ngelag udh gk ngelag bntang pas turun tba tba mati kena tembak musuh tlong lag diperbaiki,negative
turunkan bintang fersi terbaru terjun ambil senjata buka pintu game parah mengalami ngebug,negative
memuaskan musuh gameplay tdm klasik seimbang player diatas level skill niatnya pengen hiburan emosi,negative
tolong tencent tolong cheater tanggapi serius lihat musuh scop x eh tibatiba ngilang masuk tanah tanah lapang map miramar,negative
sya kurangi bintangnya update bkannya bgus jlek pdahal jaringan lancar ajah hp ram snapdragon lompat pesawat pas turun garis pesawat parahnya senjata musuh cuman sya alami bgitu,negative
keren si perbaharui ribet tanding sesuai level level rendah tanding level kalah level vs level imbang seru gitu,negative
bag kendaraanya perbaiki tencnt kesini riwehmasa motor terpental pocinki rozok mati jatuh motor,negative
gamenya bagus makan daya batrainya pertandingan menguras batrai handphone panas pertandingan update,negative
hallo defloper pubg keluhan bug mic komunikasi tim jugakalo random tolong negara capek ketemu random indianepal komunikasi,negative
salah tim mati game poin tier berkurang menghabiskan teman tim hidup,negative
taikkk mengatur data download login paksa download gk bolehin download ngebuat data cepat habis nge lag gara gara download sumpah kesel bngt kesini gk mencari duit,negative
update terbaru game sebelah parah main season kali kecewa update terbaru asli jelek parah,negative
kasi bintang game senyaman dimainkan season stuck bug dlm match merugikan players sayangakhir² cheater merajalela upgrade royale pass dirugikan upgrade mainnya ketemu cheater pas dilaporkan berkaitanprosesnya tencenttolong bermain sampah bannded akun,negative
kecewa update pubg ngabisin kuota udh install masuk pdhal ram hp udh mohon solusi developer kadal,negative
sulit masuk mode solo rank mode squad,negative
mendownload resource suruh restart ndownloat pas login suruh tulisan file error ngulng bolak kuota habis,negative
